Lines,Statements,% Branches,Calls,Calls/Statements,% Comments,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,WMC,NOF,DIT,NMO,NOC,Abstract,isImportant
235,133,15.8,83,0.62406015,8.9,1.22,8.45,12,9,3.39,2.91,4,4,1,0,0,0,0
411,207,16.4,151,0.729468599,20.2,2.5,7.45,6,7,2.67,2.85,15,5,1,0,0,0,0
492,257,17.5,163,0.634241245,18.5,2.86,9.25,16,7,2.59,3.47,23,11,1,0,0,0,0
33,12,0,0,0,57.6,8,0,0,1,0.67,0,0,0,0,0,0,0,0
145,67,13.4,40,0.597014925,21.4,2.67,5,10,7,2.19,2.13,7,8,1,0,0,0,0
131,72,30.6,9,0.125,13.7,3,5.22,10,5,2.78,2.33,4,2,0,0,2,1,0
126,63,19,18,0.285714286,19,4.5,4.56,9,4,2.24,2.33,9,1,1,0,0,0,0
189,100,34,29,0.29,17.5,3.5,10.71,17,7,3.16,5.57,14,2,0,0,0,0,0
172,41,4.9,5,0.12195122,26.7,3,0,0,3,2.07,0,0,2,0,0,0,0,0
25,5,0,0,0,64,1,0,0,1,0.2,0,0,0,0,0,0,0,0
59,19,0,14,0.736842105,0,8,1,1,2,1.26,1,8,0,0,0,0,0,0
62,30,20,14,0.466666667,19.4,4,5,4,3,1.8,3,10,1,1,0,0,0,0
127,61,31.1,19,0.31147541,22.8,3.5,5.43,11,5,2.31,3,9,5,0,0,0,0,0
51,18,33.3,10,0.555555556,37.3,1,13,7,4,2,7,7,0,0,0,0,0,0
360,151,24.5,54,0.357615894,42.8,17,6.29,9,5,2.44,2.94,41,10,0,0,2,1,0
19,7,0,0,0,31.6,2,1,1,2,1,1,2,1,0,0,0,0,0
9,3,0,0,0,44.4,1,0,0,1,0.33,0,0,0,0,0,0,0,0
311,145,37.2,59,0.406896552,25.4,8,15.5,35,7,3.4,10.5,50,1,1,3,0,1,0
191,69,13,26,0.376811594,40.3,4.5,4.89,6,5,2.06,2.22,11,0,0,0,0,0,0
59,25,0,9,0.36,37.3,4,1.75,1,2,0.76,1,4,1,0,0,0,0,0
247,115,20,42,0.365217391,27.5,4.5,9.78,10,5,2.26,3.78,31,6,1,1,0,0,0
43,11,0,0,0,62.8,3,0,0,1,0.27,0,0,0,0,0,0,0,0
23,5,0,0,0,69.6,1,0,0,1,0.2,0,0,0,0,0,0,0,0
132,49,14.3,23,0.469387755,41.7,6,4.33,5,4,1.39,2.33,13,1,0,0,0,0,0
150,72,18.1,28,0.388888889,18,2.5,7.8,19,5,2.08,5.6,7,7,0,0,0,0,0
213,96,16.7,51,0.53125,23.5,7,5,6,5,2.61,2.21,23,4,1,5,0,0,0
128,70,24.3,45,0.642857143,21.1,3.5,7.43,9,4,2.44,3.43,11,2,1,3,0,0,0
551,240,21.7,138,0.575,28.3,14.5,6.59,8,5,2.39,3.07,63,2,1,11,0,0,0
59,27,11.1,7,0.259259259,13.6,7,1.86,4,3,1.41,1.57,9,2,0,0,0,0,0
75,42,4.8,17,0.404761905,25.3,2,12.5,3,4,1.81,2,4,4,1,0,0,0,0
82,36,8.3,15,0.416666667,32.9,3,7.33,4,5,1.72,2,6,3,0,0,0,0,0
76,35,14.3,17,0.485714286,22.4,5,4.8,3,3,1.89,2,9,0,1,1,0,0,0
1203,337,19,167,0.495548961,53,9.4,5.13,20,7,2.26,2.55,97,19,0,0,4,1,0
411,183,23.5,58,0.316939891,36.7,33,3.73,17,5,2.01,2.18,65,15,0,0,3,0,0
29,6,0,0,0,72.4,4,0,0,1,0.67,0,0,1,0,0,0,0,0
439,147,17.7,77,0.523809524,43.1,5.25,4.33,9,6,2.39,2.38,31,9,0,0,0,0,0
72,35,22.9,13,0.371428571,23.6,2,13,8,4,1.8,5.5,9,0,0,0,0,0,0
16,3,0,0,0,68.8,1,0,0,1,0.33,0,0,0,0,0,0,0,0
451,219,24.2,99,0.452054795,22.4,10.5,8.52,9,6,2.65,3.62,64,8,1,0,0,0,0
4151,1893,22.6,1229,0.64923402,30.4,13.17,10.43,91,7,2.71,4.14,485,33,0,0,0,0,1
75,19,0,2,0.105263158,61.3,6,1.33,1,2,1.32,1,6,2,0,0,5,1,0
144,53,17,31,0.58490566,50,6,6.17,3,4,1.92,2.5,14,4,0,0,1,1,0
426,112,18.8,50,0.446428571,60.3,15,5.33,6,4,2.02,2.4,36,5,0,0,3,1,0
160,68,10.3,23,0.338235294,28.7,5,4.2,5,4,2.03,1.7,13,9,1,0,0,0,0
176,97,15.5,52,0.536082474,8.5,4,8.63,7,5,2.34,2.88,14,1,1,0,0,0,0
119,45,22.2,13,0.288888889,36.1,6,5.83,7,4,2.18,2.67,15,1,1,3,0,0,0
151,85,17.6,46,0.541176471,16.6,3.5,9,11,4,2.41,3.71,13,1,0,0,0,0,0
14,5,0,2,0.4,35.7,1,1,1,2,0.6,1,1,0,0,0,0,0,0
1014,396,18.4,230,0.580808081,34.6,5,6.5,26,7,2.59,2.78,72,7,0,0,0,0,0
93,25,4,3,0.12,61.3,7,1.57,2,3,1.4,1.14,9,4,0,0,0,0,0
130,68,14.7,45,0.661764706,18.5,1.67,10.8,20,5,2.31,4.8,13,1,0,0,0,0,0
27,5,0,0,0,74.1,2,0,0,1,0.4,0,0,0,0,0,0,0,0
167,81,19.8,48,0.592592593,16.8,2.67,7.25,10,4,2.41,3.25,12,3,1,0,0,0,0
136,80,21.3,35,0.4375,17.6,5.5,4.82,11,4,1.97,2.73,22,5,1,0,0,0,0
170,85,21.2,46,0.541176471,17.6,3.5,6.71,10,5,2.29,3.14,12,6,1,0,0,0,0
74,37,13.5,23,0.621621622,10.8,1.33,6.75,6,5,2.28,2.25,5,0,0,0,0,0,0
68,39,20.5,30,0.769230769,11.8,3,10,9,4,2.28,4,11,0,0,0,0,0,0
138,74,13.5,49,0.662162162,15.9,2.33,7.29,5,5,2.63,2.71,5,0,0,0,0,0,0
35,16,18.8,2,0.125,28.6,1,10,6,3,1.5,6,3,0,0,0,0,0,0
120,71,28.2,36,0.507042254,9.2,3,20.67,20,5,2.65,8.33,20,0,0,0,0,0,0
98,56,14.3,45,0.803571429,10.2,1.67,9,11,5,2.52,3,9,0,0,0,0,0,0
151,92,12,66,0.717391304,7.9,1.2,11.83,15,6,2.48,4.17,9,0,0,0,0,0,0
122,72,11.1,50,0.694444444,15.6,3,17.33,6,4,1.92,4,11,1,0,0,0,0,0
1430,632,32.9,408,0.64556962,38,25.5,10.86,23,7,2.5,5.63,203,7,0,0,0,0,0
459,170,18.8,83,0.488235294,41.2,25,4.72,11,5,2.09,2.64,56,8,0,0,1,0,0
65,40,15,18,0.45,16.9,4,6.5,7,4,2,2.5,9,2,1,0,0,0,0
39,15,6.7,4,0.266666667,41,2,3,2,3,1.13,1.5,3,1,3,0,0,0,0
106,29,3.4,4,0.137931034,65.1,5,1.8,2,2,1.21,1.2,6,12,1,1,0,0,0
75,21,4.8,3,0.142857143,60,4,2,2,2,1.19,1.25,5,5,1,1,0,0,0
40,11,0,2,0.181818182,60,3,1.33,1,2,1.09,1,3,1,1,1,0,0,0
21,6,0,1,0.166666667,52.4,1,1,1,2,0.5,1,1,0,1,0,0,0,0
49,13,0,2,0.153846154,53.1,4,1,1,2,1,1,4,1,1,0,0,0,0
22,6,0,1,0.166666667,54.5,1,1,1,2,0.5,1,1,0,1,0,0,0,0
71,21,4.8,4,0.19047619,56.3,4,1.75,2,2,1.19,1.25,5,7,1,1,1,0,0
108,30,6.7,7,0.233333333,62,6,2.33,3,3,1.43,1.33,8,7,1,1,0,0,0
39,10,0,4,0.4,53.8,3,1,1,2,0.9,1,3,0,2,0,1,0,0
30,8,0,2,0.25,53.3,2,1,1,2,0.75,1,2,0,1,0,0,0,0
36,12,0,2,0.166666667,41.7,1,2,1,2,1,1,2,1,1,0,0,0,0
36,15,0,3,0.2,30.6,4,1.25,1,2,1,1,4,1,1,1,0,0,0
21,6,0,1,0.166666667,52.4,1,1,1,2,0.5,1,1,0,1,0,0,0,0
42,16,0,2,0.125,38.1,4,1.5,1,2,1.13,1,4,2,1,0,0,0,0
36,13,7.7,3,0.230769231,41.7,3,2,2,2,1.23,1.33,4,1,1,1,0,0,0
67,19,5.3,4,0.210526316,62.7,4,1.75,2,2,1.21,1.25,5,5,1,1,0,0,0
305,137,19,55,0.401459854,35.7,16,4.81,12,5,2.09,2.25,30,12,0,0,0,0,0
156,59,13.6,28,0.474576271,39.1,13,3,8,5,2.22,1.77,21,4,0,0,2,0,0
38,7,0,0,0,76.3,4,0,0,1,0.57,0,0,0,0,0,0,0,0
423,242,18.6,190,0.785123967,14.7,2.78,7.32,11,5,2.59,2.6,14,8,2,2,0,0,0
234,134,9,112,0.835820896,20.9,3,16,7,5,1.9,3.17,14,18,2,2,0,0,0
176,92,30.4,43,0.467391304,19.3,5.33,4.38,5,4,2.38,2.06,22,1,1,0,0,0,0
166,105,7.6,92,0.876190476,16.9,2,9.5,7,5,2.08,2.13,5,6,2,2,0,0,0
36,10,0,4,0.4,44.4,3,1,1,2,0.9,1,3,0,3,2,0,0,0
133,70,7.1,76,1.085714286,18.8,3,17.67,6,2,1.7,2.67,8,10,2,2,0,0,0
296,188,16.5,166,0.882978723,13.9,2,38,17,4,2.07,7.75,24,15,2,1,0,0,0
49,18,0,11,0.611111111,30.6,4,2,1,2,1.17,1,4,1,3,3,0,0,0
191,127,1.6,85,0.669291339,9.9,2.75,6.55,3,4,1.41,1.18,9,11,2,2,0,0,0
445,304,7.9,274,0.901315789,9.9,3.67,21.55,10,6,2.45,3.45,17,28,2,2,0,0,0
146,94,16,72,0.765957447,17.1,3,21.67,7,4,1.74,5,13,6,2,2,0,0,0
95,58,0,67,1.155172414,22.1,2,9.75,1,3,1.72,1,3,9,2,2,0,0,0
223,139,11.5,120,0.863309353,14.3,1.5,17.83,7,4,2.13,3,10,17,2,2,0,0,0
79,36,5.6,21,0.583333333,26.6,8,2.63,3,4,1.58,1.25,10,0,3,4,0,0,0
327,160,3.1,153,0.95625,23.2,5.5,10.27,3,4,1.68,1.45,15,27,2,2,0,0,0
20,12,0,4,0.333333333,0,3,1.33,1,2,1,1,3,1,0,0,0,0,0
22,14,14.3,2,0.142857143,0,1,9,3,3,1.5,3,3,0,1,0,0,0,0
108,52,11.5,39,0.75,17.6,3,12.67,6,5,1.92,3,9,7,2,2,0,0,0
330,193,10.9,164,0.849740933,14.2,1.88,9.93,8,8,2.57,2.53,13,11,2,2,0,0,0
97,44,15.9,24,0.545454545,24.7,3.5,3.86,8,6,1.98,2,12,1,3,2,0,0,0
87,56,0,56,1,21.8,3,13,1,2,1.61,1,3,9,2,2,0,0,0
159,88,4.5,91,1.034090909,17.6,2,15.75,6,5,1.75,2.5,6,12,2,2,0,0,0
650,380,20.5,257,0.676315789,10,3.64,7.5,15,6,2.81,2.67,26,11,2,1,0,0,0
499,331,9.4,331,1,13.2,2.33,19.64,16,5,2.64,3.5,10,19,2,2,0,0,0
248,127,18.9,72,0.566929134,21.4,3.6,4.72,5,6,2.69,1.94,5,3,2,2,0,0,0
413,253,4.7,281,1.110671937,9.9,1.83,17.73,10,5,2.27,2.55,4,28,2,2,0,0,0
305,205,16.1,179,0.873170732,6.2,2.67,23,15,7,2.71,5.13,23,12,1,0,0,0,0
358,225,12.9,175,0.777777778,13.7,1.88,11.6,15,6,2.68,2.93,15,10,2,2,0,0,0
228,143,9.8,148,1.034965035,9.6,1.67,22.6,12,4,2.04,4.2,7,20,2,1,0,0,0
168,105,32.4,42,0.4,14.3,4.67,5.64,5,4,2.4,2.36,24,5,1,0,0,0,0
316,194,19.1,131,0.675257732,16.5,6.5,11.77,18,6,2.92,4.23,24,5,0,0,0,0,0
1731,828,23.1,453,0.547101449,21.5,12.75,13.49,31,6,2.85,5.14,177,19,0,0,0,0,0
1192,729,25.2,450,0.617283951,9.9,2.9,9.61,19,9,3.19,3.82,11,11,1,0,0,0,0
9,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
1232,695,24.5,484,0.696402878,13.3,2.94,11.18,20,8,3.34,4.12,13,9,1,0,0,0,0
158,90,8.9,44,0.488888889,25.3,3,6.56,4,5,1.88,1.89,11,2,0,0,0,0,0
112,66,10.6,32,0.484848485,18.8,10,3.8,5,3,1.65,1.8,18,9,1,0,0,0,0
69,44,18.2,30,0.681818182,18.8,2,15,9,5,2.2,5,8,3,1,0,0,0,0
573,288,20.1,165,0.572916667,16.4,5.2,8.31,21,6,2.8,4.08,38,10,0,0,0,0,0
228,153,19,67,0.437908497,14,11,10.09,12,4,2.05,3.64,40,23,1,0,0,0,0
334,178,13.5,119,0.668539326,24.9,3.17,6.63,13,8,2.23,2.63,38,13,1,0,0,0,0
170,80,7.5,50,0.625,24.1,1.43,5.1,4,6,2.11,1.6,8,7,1,0,0,0,0
402,206,19.4,123,0.597087379,19.2,3.83,6.91,15,7,3.13,2.87,23,3,0,0,0,0,0
338,191,14.7,114,0.596858639,12.1,2.67,18,18,5,2.26,5,32,23,0,0,0,0,0
76,52,5.8,36,0.692307692,17.1,4,10.25,3,3,1.94,2,7,2,0,0,0,0,0
164,99,20.2,70,0.707070707,12.8,5,16.6,8,6,2.46,5,24,2,0,0,0,0,0
201,105,18.1,51,0.485714286,24.4,20,3.75,8,3,1.85,2,34,6,0,0,0,0,0
28,8,0,2,0.25,53.6,1,3,1,2,0.88,1,1,0,1,0,0,0,0
118,74,29.7,30,0.405405405,11.9,4,13.75,11,6,2.47,7.25,21,3,1,0,0,0,0
750,310,23.5,173,0.558064516,31.6,10.5,5.71,76,6,2.45,5.18,87,8,0,0,0,0,0
11,4,0,0,0,45.5,2,0,0,1,0.5,0,0,0,0,0,0,0,0
10,3,0,0,0,50,1,0,0,1,0.33,0,0,0,0,0,0,0,0
85,34,8.8,11,0.323529412,40,5,3.6,4,3,1.44,1.6,8,2,1,1,0,0,0
269,106,23.6,24,0.226415094,39,8,11.13,12,5,2.68,4.63,37,7,1,0,0,0,0
150,78,34.6,20,0.256410256,22,4.5,6.56,19,6,2.29,4.67,29,1,0,0,2,1,0
51,23,17.4,11,0.47826087,37.3,7,1.86,3,2,1.22,1.8,9,0,0,0,0,0,0
106,46,2.2,14,0.304347826,34,9,3,2,4,1.61,1.11,10,3,1,1,0,0,0
77,36,11.1,8,0.222222222,35.1,7,2.29,2,2,1.31,1.43,10,4,0,0,0,0,0
29,18,11.1,5,0.277777778,0,3,2.33,2,2,1.33,1.33,4,3,0,0,0,0,0
12,7,0,0,0,25,2,0,0,1,0.29,0,0,0,0,0,0,0,0
194,115,18.3,59,0.513043478,16,10,8.7,14,6,2.28,3.1,30,5,0,0,0,0,0
257,141,17,82,0.581560284,9.7,1.25,23.6,15,7,3.01,6.6,27,7,1,0,0,0,0
212,114,13.2,44,0.385964912,21.7,5.67,4.47,4,5,2.2,2.18,17,6,0,0,0,0,0
983,539,17.1,395,0.73283859,13.9,2.23,8.72,80,9,5.1,3.96,47,16,1,0,0,0,0
11,4,0,0,0,54.5,1,0,0,1,0.25,0,0,0,0,0,0,0,0
206,80,26.2,33,0.4125,37.9,6,11,33,6,2.65,6.5,25,3,1,0,0,0,0
1259,565,26.2,301,0.532743363,30.4,44,11.25,30,8,2.88,4.41,160,12,0,0,0,0,0
425,226,19.9,174,0.769911504,19.8,2.67,11.25,13,6,2.63,3.81,26,16,1,0,0,0,0
1010,630,12.5,603,0.957142857,13.1,4.57,17.47,19,7,2.48,4.03,59,35,2,2,0,0,0
46,10,0,0,0,73.9,7,0,0,1,0.7,0,0,0,0,0,0,0,0
110,40,17.5,11,0.275,40.9,3,3.83,5,4,1.88,2.17,11,3,0,0,2,1,0
116,58,8.6,27,0.465517241,27.6,10,3.2,4,4,1.62,1.6,15,7,1,0,0,0,0
361,103,15.5,40,0.388349515,53.2,5.67,3.88,5,5,2.17,2.06,20,1,0,0,0,0,0
62,38,28.9,26,0.684210526,16.1,2,14,17,4,1.82,9,12,0,0,0,0,0,0
154,47,0,24,0.510638298,51.9,6,1.67,1,3,1.6,1,7,2,0,0,0,0,0
289,144,20.1,80,0.555555556,19,6.33,5.37,20,8,3.43,2.63,20,4,0,0,0,0,0
737,314,18.5,122,0.388535032,29.6,9,6.64,13,6,2.52,3.03,72,12,1,0,0,0,0
105,31,16.1,5,0.161290323,53.3,8,2.25,3,3,1.68,1.63,12,3,0,0,1,0,0
618,274,17.9,120,0.437956204,25.2,11.67,6.2,15,5,2.86,2.77,39,7,1,1,0,0,0
42,6,0,1,0.166666667,78.6,2,0,1,1,0.5,1,2,1,0,0,0,0,0
204,74,16.2,24,0.324324324,43.6,6.5,3.69,5,5,2.08,1.92,24,4,0,0,0,0,0
224,101,17.8,54,0.534653465,31.7,5.5,6.55,16,5,2.08,3.09,25,2,0,0,0,0,0
337,174,13.2,101,0.58045977,18.4,15,8.13,10,4,1.94,2.87,49,30,0,0,0,0,0
312,143,14.7,35,0.244755245,31.1,30,2.9,9,5,1.99,1.83,50,17,0,0,0,0,0
54,17,0,0,0,57.4,4,1.5,1,2,1.12,1,4,3,0,0,0,0,0
44,17,23.5,2,0.117647059,43.2,1,13,5,4,2.12,5,5,0,0,0,0,0,0
128,45,2.2,3,0.066666667,41.4,4,2.75,2,3,1.24,1.25,6,27,0,0,1,0,0
32,5,0,0,0,75,2,0,0,1,0.4,0,0,0,0,0,0,0,0
892,437,30.9,156,0.356979405,21,12,15.96,34,7,3.31,7.21,107,12,0,0,0,0,0
695,327,27.2,201,0.614678899,16.5,8,18,50,7,3.53,9.13,66,10,1,0,0,1,0
165,58,6.9,13,0.224137931,43.6,15,1.8,2,3,1.5,1.27,19,8,0,0,2,1,0
76,36,8.3,6,0.166666667,10.5,9,1.56,4,4,1.39,1.44,13,10,0,0,0,0,0
363,160,26.2,93,0.58125,24.2,12,11.33,16,5,2.54,5.58,51,7,0,0,0,0,0
750,322,24.5,114,0.354037267,35.3,14.5,10.14,53,8,3.16,5.76,93,10,0,0,0,0,0
10,5,0,1,0.2,0,1,1,1,2,0.6,1,1,0,1,1,0,0,0
360,150,26.7,80,0.533333333,21.9,25,4.52,13,6,2.51,3.32,60,7,2,3,0,0,0
50,24,0,0,0,32,8,1.25,1,2,1.33,1,8,4,0,0,0,0,0
861,381,26.5,209,0.54855643,31.7,19,8.5,26,6,2.42,4.32,124,11,0,0,0,0,0
498,246,28,109,0.443089431,20.1,7,32.57,47,8,3.7,13.57,64,4,1,5,0,0,0
67,38,18.4,21,0.552631579,13.4,3,9.67,6,6,2.92,3.67,10,1,0,0,0,0,0
145,69,18.8,30,0.434782609,22.1,3.5,7.57,5,5,2.51,2.86,18,1,0,0,0,0,0
446,251,30.3,172,0.685258964,14.3,16,14.31,12,6,2.65,5.81,83,2,1,7,0,0,0
51,7,0,0,0,74.5,3,0,0,1,0.43,0,0,0,0,0,0,0,0
990,483,21.7,223,0.461697723,28,19,6.56,35,7,2.66,3.09,100,36,1,0,0,0,0
4,3,0,0,0,0,1,0,0,1,0.33,0,0,0,0,0,0,0,0
247,132,14.4,76,0.575757576,15.8,12,8.42,8,5,2.48,2.92,30,5,1,1,0,0,0
27,13,0,7,0.538461538,40.7,1,6,1,2,1,1,1,0,2,0,0,0,0
408,195,29.7,105,0.538461538,32.8,11.5,6.83,7,6,2.57,2.78,57,4,2,13,0,0,1
31,16,12.5,4,0.25,12.9,2,3.5,3,3,1.25,2,3,2,0,0,0,0,0
10,4,0,0,0,40,1,0,0,1,0.25,0,0,0,0,0,0,0,0
146,80,28.7,53,0.6625,16.4,3,23,16,5,2.44,10.67,19,1,2,2,0,0,0
8,6,0,0,0,0,3,0,0,1,0.5,0,0,0,0,0,0,0,0
423,216,35.6,61,0.282407407,21.3,17,11.76,37,6,3.25,7.18,69,3,0,0,0,0,0
117,48,16.7,19,0.395833333,40.2,9,3.56,4,4,1.83,2,17,2,0,0,0,0,0
159,102,16.7,36,0.352941176,10.1,6,13.5,6,3,1.81,3.83,21,10,0,0,0,0,0
97,59,20.3,48,0.813559322,9.3,7,6.86,5,4,1.93,2.71,19,0,1,6,0,0,0
13,4,0,0,0,53.8,2,0,0,1,0.5,0,0,0,1,0,0,0,0
655,288,22.9,111,0.385416667,28.2,11,7.18,23,6,3.24,3.39,12,4,0,0,2,1,0
358,177,26.6,72,0.406779661,26.5,14,10.86,22,5,2.31,4.79,57,2,0,0,0,0,0
54,32,15.6,16,0.5,18.5,3,8,5,3,1.72,2.67,7,0,0,0,2,1,0
11,5,0,1,0.2,9.1,1,1,1,2,0.6,1,1,0,1,1,0,0,0
578,264,12.1,205,0.776515152,28.2,7.67,8.7,9,4,1.87,2.65,41,1,2,1,0,0,0
16,8,0,0,0,37.5,3,0,0,1,0.75,0,0,3,1,0,0,0,0
187,71,18.3,10,0.14084507,20.3,11.5,0,0,5,2.76,0,0,0,0,0,0,0,0
5963,2683,26.2,1492,0.556093925,31.5,22.46,7.82,29,7,2.55,3.67,799,61,1,0,3,1,0
27,18,0,11,0.611111111,14.8,2,5.5,1,2,1.33,1,2,0,1,0,0,0,0
68,30,6.7,13,0.433333333,27.9,5,3,2,3,1.33,1.4,7,3,1,0,0,0,0
15,4,0,1,0.25,46.7,1,1,1,2,0.75,1,1,0,1,0,0,0,0
101,15,20,2,0.133333333,74.3,4,2,4,4,1.8,1.75,6,0,0,0,9,1,0
548,294,28.6,188,0.639455782,17,17,15.18,20,5,2.38,7.18,85,10,1,0,1,0,0
1316,524,14.9,269,0.513358779,41.8,11,4.96,16,7,2.42,2.3,86,41,1,0,0,0,0
429,226,24.8,107,0.473451327,14,4.33,14.15,16,8,2.91,5.85,55,5,1,0,0,0,0
45,25,8,14,0.56,15.6,3,6,3,3,1.96,1.67,4,0,0,0,0,0,0
943,405,40.2,161,0.397530864,35.7,29,12.45,33,7,3.46,6.59,145,8,0,0,0,0,0
2058,977,20.9,587,0.600818833,32.7,10.1,7.42,28,8,2.42,3.34,256,48,1,0,0,0,1
33,7,0,0,0,72.7,3,0,0,1,0.43,0,0,0,0,0,0,0,0
35,7,0,0,0,57.1,3,0,1,1,0.43,1,3,0,0,0,2,0,0
13,5,0,1,0.2,23.1,1,1,1,2,0.6,1,1,0,1,1,0,0,0
128,58,13.8,20,0.344827586,29.7,3,6.83,9,6,2.74,3.5,11,4,0,0,0,0,0
123,29,10.3,14,0.482758621,64.2,1,7.5,4,5,1.97,3.5,2,1,1,0,4,1,0
158,78,25.6,48,0.615384615,40.5,5,13.4,8,5,2.59,3.6,17,0,0,0,0,0,0
57,24,4.2,4,0.166666667,36.8,8,1.5,2,3,1.54,1.13,9,2,0,0,0,0,0
312,92,30.4,35,0.380434783,36.9,12,6.33,7,6,2.67,3.67,40,0,0,0,0,0,0
585,233,23.6,90,0.386266094,35.2,5,6.2,9,7,2.64,3.12,45,21,0,0,0,0,1
32,5,0,0,0,78.1,3,0,0,1,0.6,0,0,0,0,0,0,0,0
239,112,31.3,55,0.491071429,24.3,8,11.5,21,6,2.8,8,39,2,0,0,0,1,0
40,20,5,10,0.5,7.5,6,1.83,2,3,1.5,1.17,7,1,0,0,0,0,0
41,20,10,7,0.35,31.7,4,3.25,3,3,1.65,1.5,6,0,1,0,0,0,0
40,21,0,3,0.142857143,12.5,6,1.33,1,2,1.19,1,6,3,0,0,0,0,0
684,310,40.3,111,0.358064516,31.7,12.5,10.88,24,7,3.2,5.56,104,2,0,0,0,0,0
118,45,15.6,26,0.577777778,43.2,10,3,5,3,1.71,1.8,16,1,1,0,0,0,0
43,22,4.5,9,0.409090909,16.3,5,1.8,2,3,1.18,1.2,6,2,0,0,0,0,0
196,89,33.7,45,0.505617978,32.1,7,10.29,19,5,2.25,5.43,36,1,0,0,0,0,0
114,54,3.7,10,0.185185185,19.3,15,1.87,3,3,1.54,1.2,17,7,0,0,8,1,0
32,8,0,0,0,12.5,6,0,1,1,0.75,1,6,0,0,0,0,1,0
14,9,0,0,0,21.4,6,0,0,1,0.67,0,0,0,1,0,0,0,0
210,91,17.6,32,0.351648352,18.1,6.67,2.85,17,5,2.04,2.6,31,4,0,0,0,0,0
9,3,0,0,0,44.4,1,0,0,1,0.33,0,0,0,0,0,0,0,0
208,81,17.3,33,0.407407407,36.5,3.33,5.1,8,4,2.02,2.4,17,2,0,0,0,0,0
160,64,26.6,34,0.53125,36.3,4,12,16,5,2.63,6,14,0,0,0,0,0,0
54,17,17.6,7,0.411764706,63,1,10,5,2,1.29,5,4,0,0,0,0,1,0
21,3,0,0,0,76.2,1,0,0,1,0.33,0,0,0,0,0,0,0,0
424,191,20.4,74,0.387434555,17,10,8.05,25,7,2.42,4.35,5,2,0,0,0,0,0
25,5,0,0,0,72,3,0,0,1,0.6,0,0,0,0,0,0,0,0
17,6,0,3,0.5,35.3,1,1,1,2,0.5,1,1,0,0,0,0,0,0
130,68,10.3,25,0.367647059,19.2,9,4.67,5,4,1.82,1.89,16,4,0,0,0,0,0
60,13,0,0,0,65,4,0,0,1,0.77,0,0,1,0,0,0,0,0
200,115,13,58,0.504347826,19,14,5.64,4,4,1.74,2.07,29,4,0,0,0,0,0
15,9,11.1,3,0.333333333,20,2,1.5,2,2,0.89,1.5,3,0,1,0,0,0,0
42,30,13.3,18,0.6,7.1,1,19,6,4,1.5,6,5,0,0,0,0,0,0
58,22,13.6,7,0.318181818,44.8,3,4,3,3,1.55,2,6,1,0,0,1,1,0
54,25,4,13,0.52,40.7,4,3.5,2,2,1.4,1.25,5,3,3,0,0,0,0
61,30,20,13,0.433333333,18,3,7.33,5,4,2.17,3,8,1,1,0,0,0,0
442,256,22.3,140,0.546875,7.5,11,8.82,20,7,2.61,3.77,46,8,2,2,0,0,0
208,96,25,37,0.385416667,9.6,5,4.4,7,5,2.61,2.6,7,0,1,0,0,0,0
170,110,5.5,71,0.645454545,20,6,5.33,4,3,1.41,1.5,17,6,2,2,1,0,0
