topK,accuracy,precision,recall,F1
0.05,0.6666666666666666,0.0,0.0,0.0
0.05,0.631578947368421,0.0,0.0,0.0
0.05,0.625,0.0,0.0,0.0
0.05,0.75,0.0,0.0,0.0
0.05,0.8,0.0,0.0,0.0
0.05,0.7647058823529411,0.0,0.0,0.0
0.05,0.6666666666666666,0.0,0.0,0.0
0.05,0.55,0.0,0.0,0.0
0.05,0.6666666666666666,0.0,0.0,0.0
0.05,0.7894736842105263,0.0,0.0,0.0
0.05,0.6470588235294118,0.0,0.0,0.0
0.05,0.6111111111111112,0.0,0.0,0.0
0.05,0.7368421052631579,0.0,0.0,0.0
0.05,0.7333333333333333,0.0,0.0,0.0
0.05,0.8,0.0,0.0,0.0
0.05,0.7,0.0,0.0,0.0
0.05,0.6875,0.0,0.0,0.0
0.05,0.75,0.0,0.0,0.0
0.05,0.6842105263157895,0.0,0.0,0.0
0.05,0.65,0.0,0.0,0.0
0.05,0.6842105263157895,0.0,0.0,0.0
0.05,0.8,0.0,0.0,0.0
0.05,0.6842105263157895,0.0,0.0,0.0
0.05,0.7,0.0,0.0,0.0
0.05,0.8125,0.0,0.0,0.0
0.05,0.6842105263157895,0.0,0.0,0.0
0.05,0.8888888888888888,0.0,0.0,0.0
0.05,0.8333333333333334,0.0,0.0,0.0
0.05,0.7333333333333333,0.0,0.0,0.0
0.05,0.7647058823529411,0.0,0.0,0.0
0.05,0.7272727272727273,0.0,0.0,0.0
0.05,0.75,0.0,0.0,0.0
0.05,0.7619047619047619,0.0,0.0,0.0
0.05,0.8,0.0,0.0,0.0
0.05,0.75,0.0,0.0,0.0
0.05,0.8,0.0,0.0,0.0
0.05,0.7894736842105263,0.0,0.0,0.0
0.05,0.7619047619047619,0.0,0.0,0.0
0.05,0.7368421052631579,0.0,0.0,0.0
0.05,0.6470588235294118,0.0,0.0,0.0
0.1,0.6190476190476191,0.0,0.0,0.0
0.1,0.7777777777777778,0.0,0.0,0.0
0.1,0.6666666666666666,0.0,0.0,0.0
0.1,0.65,0.0,0.0,0.0
0.1,0.6666666666666666,0.0,0.0,0.0
0.1,0.7647058823529411,0.0,0.0,0.0
0.1,0.6842105263157895,0.0,0.0,0.0
0.1,0.7,0.0,0.0,0.0
0.1,0.8235294117647058,0.0,0.0,0.0
0.1,0.9285714285714286,0.0,0.0,0.0
0.1,0.7142857142857143,0.0,0.0,0.0
0.1,0.6666666666666666,0.0,0.0,0.0
0.1,0.6875,0.0,0.0,0.0
0.1,0.8235294117647058,0.0,0.0,0.0
0.1,0.7142857142857143,0.0,0.0,0.0
0.1,0.7777777777777778,0.0,0.0,0.0
0.1,0.7777777777777778,0.0,0.0,0.0
0.1,0.5294117647058824,0.0,0.0,0.0
0.1,0.625,0.0,0.0,0.0
0.1,0.5,0.0,0.0,0.0
0.1,0.7,0.0,0.0,0.0
0.1,0.6111111111111112,0.0,0.0,0.0
0.1,0.6875,0.0,0.0,0.0
0.1,0.5333333333333333,0.0,0.0,0.0
0.1,0.5294117647058824,0.0,0.0,0.0
0.1,0.5789473684210527,0.0,0.0,0.0
0.1,0.6521739130434783,0.0,0.0,0.0
0.1,0.6666666666666666,0.0,0.0,0.0
0.1,0.7647058823529411,0.0,0.0,0.0
0.1,0.5,0.0,0.0,0.0
0.1,0.625,0.0,0.0,0.0
0.1,0.5882352941176471,0.0,0.0,0.0
0.1,0.7333333333333333,0.0,0.0,0.0
0.1,0.7727272727272727,0.0,0.0,0.0
0.1,0.75,0.0,0.0,0.0
0.1,0.6875,0.0,0.0,0.0
0.1,0.65,0.0,0.0,0.0
0.1,0.5555555555555556,0.0,0.0,0.0
0.1,0.625,0.0,0.0,0.0
0.1,0.6666666666666666,0.0,0.0,0.0
0.1,0.5263157894736842,0.0,0.0,0.0
0.1,0.75,0.0,0.0,0.0
0.1,0.7,0.0,0.0,0.0
0.1,0.6875,0.0,0.0,0.0
0.1,0.5625,0.0,0.0,0.0
0.1,0.5,0.0,0.0,0.0
0.1,0.6111111111111112,0.0,0.0,0.0
0.1,0.8235294117647058,0.0,0.0,0.0
0.1,0.6470588235294118,0.0,0.0,0.0
0.1,0.8,0.0,0.0,0.0
0.1,0.7619047619047619,0.0,0.0,0.0
0.1,0.631578947368421,0.0,0.0,0.0
0.1,0.5555555555555556,0.0,0.0,0.0
0.1,0.631578947368421,0.0,0.0,0.0
0.1,0.6842105263157895,0.0,0.0,0.0
0.1,0.6666666666666666,0.5,0.2,0.28571428571428575
0.1,0.5263157894736842,0.0,0.0,0.0
0.1,0.7368421052631579,0.0,0.0,0.0
0.1,0.8235294117647058,0.0,0.0,0.0
0.1,0.6666666666666666,0.0,0.0,0.0
0.1,0.6111111111111112,0.0,0.0,0.0
0.1,0.5789473684210527,0.0,0.0,0.0
0.1,0.5625,0.0,0.0,0.0
0.1,0.6875,0.0,0.0,0.0
0.1,0.75,0.0,0.0,0.0
0.1,0.7058823529411765,0.0,0.0,0.0
0.1,0.6111111111111112,0.0,0.0,0.0
0.1,0.5,0.0,0.0,0.0
0.1,0.6,0.0,0.0,0.0
0.1,0.7368421052631579,0.0,0.0,0.0
0.1,0.7058823529411765,0.5,0.2,0.28571428571428575
0.1,0.5555555555555556,0.0,0.0,0.0
0.1,0.6842105263157895,0.0,0.0,0.0
0.1,0.6666666666666666,0.0,0.0,0.0
0.1,0.7333333333333333,0.0,0.0,0.0
0.1,0.65,0.0,0.0,0.0
0.1,0.625,0.0,0.0,0.0
0.1,0.7,0.0,0.0,0.0
0.1,0.631578947368421,0.0,0.0,0.0
0.1,0.6,0.0,0.0,0.0
0.1,0.631578947368421,0.0,0.0,0.0
0.1,0.75,0.0,0.0,0.0
0.1,0.631578947368421,0.0,0.0,0.0
0.1,0.75,0.5,0.2,0.28571428571428575
0.1,0.75,0.0,0.0,0.0
0.1,0.631578947368421,0.0,0.0,0.0
0.1,0.8333333333333334,0.0,0.0,0.0
0.1,0.7777777777777778,0.0,0.0,0.0
0.1,0.6666666666666666,0.0,0.0,0.0
0.1,0.7058823529411765,0.0,0.0,0.0
0.1,0.6818181818181818,0.0,0.0,0.0
0.1,0.6875,0.0,0.0,0.0
0.1,0.7142857142857143,0.0,0.0,0.0
0.1,0.75,0.0,0.0,0.0
0.1,0.7,0.0,0.0,0.0
0.1,0.72,0.0,0.0,0.0
0.1,0.7368421052631579,0.0,0.0,0.0
0.1,0.7142857142857143,0.0,0.0,0.0
0.1,0.6842105263157895,0.0,0.0,0.0
0.1,0.5882352941176471,0.0,0.0,0.0
0.15,0.5714285714285714,0.0,0.0,0.0
0.15,0.7222222222222222,0.0,0.0,0.0
0.15,0.6111111111111112,0.0,0.0,0.0
0.15,0.6,0.0,0.0,0.0
0.15,0.6190476190476191,0.0,0.0,0.0
0.15,0.7058823529411765,0.0,0.0,0.0
0.15,0.631578947368421,0.0,0.0,0.0
0.15,0.65,0.0,0.0,0.0
0.15,0.7647058823529411,0.0,0.0,0.0
0.15,0.8571428571428571,0.0,0.0,0.0
0.15,0.6428571428571429,0.0,0.0,0.0
0.15,0.7222222222222222,0.3333333333333333,0.25,0.28571428571428575
0.15,0.6875,0.0,0.0,0.0
0.15,0.7647058823529411,0.0,0.0,0.0
0.15,0.6428571428571429,0.0,0.0,0.0
0.15,0.7222222222222222,0.0,0.0,0.0
0.15,0.7222222222222222,0.0,0.0,0.0
0.15,0.47058823529411764,0.0,0.0,0.0
0.15,0.625,0.0,0.0,0.0
0.15,0.45,0.0,0.0,0.0
0.15,0.65,0.0,0.0,0.0
0.15,0.5555555555555556,0.0,0.0,0.0
0.15,0.6875,0.0,0.0,0.0
0.15,0.5333333333333333,0.0,0.0,0.0
0.15,0.47058823529411764,0.0,0.0,0.0
0.15,0.5263157894736842,0.0,0.0,0.0
0.15,0.6086956521739131,0.0,0.0,0.0
0.15,0.6111111111111112,0.0,0.0,0.0
0.15,0.7058823529411765,0.0,0.0,0.0
0.15,0.4444444444444444,0.0,0.0,0.0
0.15,0.625,0.0,0.0,0.0
0.15,0.6470588235294118,0.3333333333333333,0.2,0.25
0.15,0.7333333333333333,0.0,0.0,0.0
0.15,0.7272727272727273,0.0,0.0,0.0
0.15,0.75,0.0,0.0,0.0
0.15,0.6875,0.0,0.0,0.0
0.15,0.6,0.0,0.0,0.0
0.15,0.5,0.0,0.0,0.0
0.15,0.5416666666666666,0.0,0.0,0.0
0.15,0.6111111111111112,0.0,0.0,0.0
0.15,0.5789473684210527,0.3333333333333333,0.14285714285714285,0.2
0.15,0.75,0.0,0.0,0.0
0.15,0.75,0.3333333333333333,0.25,0.28571428571428575
0.15,0.6875,0.0,0.0,0.0
0.15,0.5625,0.0,0.0,0.0
0.15,0.4444444444444444,0.0,0.0,0.0
0.15,0.5555555555555556,0.0,0.0,0.0
0.15,0.7647058823529411,0.0,0.0,0.0
0.15,0.5882352941176471,0.0,0.0,0.0
0.15,0.75,0.0,0.0,0.0
0.15,0.7142857142857143,0.0,0.0,0.0
0.15,0.5789473684210527,0.0,0.0,0.0
0.15,0.5,0.0,0.0,0.0
0.15,0.5789473684210527,0.0,0.0,0.0
0.15,0.7368421052631579,0.3333333333333333,0.25,0.28571428571428575
0.15,0.6666666666666666,0.5,0.2,0.28571428571428575
0.15,0.47368421052631576,0.0,0.0,0.0
0.15,0.6842105263157895,0.0,0.0,0.0
0.15,0.7647058823529411,0.0,0.0,0.0
0.15,0.6190476190476191,0.0,0.0,0.0
0.15,0.5555555555555556,0.0,0.0,0.0
0.15,0.631578947368421,0.3333333333333333,0.16666666666666666,0.2222222222222222
0.15,0.5625,0.0,0.0,0.0
0.15,0.6875,0.0,0.0,0.0
0.15,0.7,0.0,0.0,0.0
0.15,0.6470588235294118,0.0,0.0,0.0
0.15,0.5555555555555556,0.0,0.0,0.0
0.15,0.55,0.3333333333333333,0.125,0.18181818181818182
0.15,0.6,0.0,0.0,0.0
0.15,0.6842105263157895,0.0,0.0,0.0
0.15,0.6470588235294118,0.3333333333333333,0.2,0.25
0.15,0.6111111111111112,0.3333333333333333,0.16666666666666666,0.2222222222222222
0.15,0.631578947368421,0.0,0.0,0.0
0.15,0.6666666666666666,0.0,0.0,0.0
0.15,0.7333333333333333,0.0,0.0,0.0
0.15,0.6,0.0,0.0,0.0
0.15,0.625,0.0,0.0,0.0
0.15,0.65,0.0,0.0,0.0
0.15,0.5789473684210527,0.0,0.0,0.0
0.15,0.55,0.0,0.0,0.0
0.15,0.5789473684210527,0.0,0.0,0.0
0.15,0.7,0.0,0.0,0.0
0.15,0.5789473684210527,0.0,0.0,0.0
0.15,0.7,0.3333333333333333,0.2,0.25
0.15,0.75,0.0,0.0,0.0
0.15,0.5789473684210527,0.0,0.0,0.0
0.15,0.7777777777777778,0.0,0.0,0.0
0.15,0.7222222222222222,0.0,0.0,0.0
0.15,0.6666666666666666,0.0,0.0,0.0
0.15,0.6470588235294118,0.0,0.0,0.0
0.15,0.6363636363636364,0.0,0.0,0.0
0.15,0.6875,0.0,0.0,0.0
0.15,0.6666666666666666,0.0,0.0,0.0
0.15,0.7,0.0,0.0,0.0
0.15,0.65,0.0,0.0,0.0
0.15,0.68,0.0,0.0,0.0
0.15,0.6842105263157895,0.0,0.0,0.0
0.15,0.6666666666666666,0.0,0.0,0.0
0.15,0.631578947368421,0.0,0.0,0.0
0.15,0.5294117647058824,0.0,0.0,0.0
0.2,0.6190476190476191,0.25,0.16666666666666666,0.2
0.2,0.6666666666666666,0.0,0.0,0.0
0.2,0.5555555555555556,0.0,0.0,0.0
0.2,0.55,0.0,0.0,0.0
0.2,0.6666666666666666,0.25,0.2,0.22222222222222224
0.2,0.7058823529411765,0.0,0.0,0.0
0.2,0.6842105263157895,0.25,0.25,0.25
0.2,0.6,0.0,0.0,0.0
0.2,0.7647058823529411,0.0,0.0,0.0
0.2,0.7857142857142857,0.0,0.0,0.0
0.2,0.5714285714285714,0.0,0.0,0.0
0.2,0.6666666666666666,0.25,0.25,0.25
0.2,0.625,0.0,0.0,0.0
0.2,0.7647058823529411,0.0,0.0,0.0
0.2,0.5714285714285714,0.0,0.0,0.0
0.2,0.6666666666666666,0.0,0.0,0.0
0.2,0.6666666666666666,0.0,0.0,0.0
0.2,0.47058823529411764,0.0,0.0,0.0
0.2,0.5625,0.0,0.0,0.0
0.2,0.5,0.25,0.125,0.16666666666666666
0.2,0.6,0.0,0.0,0.0
0.2,0.5,0.0,0.0,0.0
0.2,0.625,0.0,0.0,0.0
0.2,0.4666666666666667,0.0,0.0,0.0
0.2,0.47058823529411764,0.0,0.0,0.0
0.2,0.47368421052631576,0.0,0.0,0.0
0.2,0.6086956521739131,0.2,0.16666666666666666,0.1818181818181818
0.2,0.5555555555555556,0.0,0.0,0.0
0.2,0.7058823529411765,0.0,0.0,0.0
0.2,0.3888888888888889,0.0,0.0,0.0
0.2,0.6875,0.3333333333333333,0.25,0.28571428571428575
0.2,0.6470588235294118,0.3333333333333333,0.2,0.25
0.2,0.6666666666666666,0.0,0.0,0.0
0.2,0.6818181818181818,0.0,0.0,0.0
0.2,0.6875,0.0,0.0,0.0
0.2,0.625,0.0,0.0,0.0
0.2,0.55,0.0,0.0,0.0
0.2,0.4444444444444444,0.0,0.0,0.0
0.2,0.5,0.0,0.0,0.0
0.2,0.5555555555555556,0.0,0.0,0.0
0.2,0.5263157894736842,0.25,0.14285714285714285,0.18181818181818182
0.2,0.6875,0.0,0.0,0.0
0.2,0.7,0.25,0.25,0.25
0.2,0.625,0.0,0.0,0.0
0.2,0.625,0.3333333333333333,0.2,0.25
0.2,0.3888888888888889,0.0,0.0,0.0
0.2,0.5,0.0,0.0,0.0
0.2,0.7647058823529411,0.0,0.0,0.0
0.2,0.5882352941176471,0.0,0.0,0.0
0.2,0.7,0.0,0.0,0.0
0.2,0.6666666666666666,0.0,0.0,0.0
0.2,0.5263157894736842,0.0,0.0,0.0
0.2,0.5555555555555556,0.25,0.16666666666666666,0.2
0.2,0.5263157894736842,0.0,0.0,0.0
0.2,0.6842105263157895,0.25,0.25,0.25
0.2,0.6,0.3333333333333333,0.2,0.25
0.2,0.42105263157894735,0.0,0.0,0.0
0.2,0.631578947368421,0.0,0.0,0.0
0.2,0.7647058823529411,0.0,0.0,0.0
0.2,0.5714285714285714,0.0,0.0,0.0
0.2,0.5,0.0,0.0,0.0
0.2,0.5789473684210527,0.25,0.16666666666666666,0.2
0.2,0.5,0.0,0.0,0.0
0.2,0.625,0.0,0.0,0.0
0.2,0.65,0.0,0.0,0.0
0.2,0.6470588235294118,0.0,0.0,0.0
0.2,0.5,0.0,0.0,0.0
0.2,0.5,0.25,0.125,0.16666666666666666
0.2,0.5333333333333333,0.0,0.0,0.0
0.2,0.631578947368421,0.0,0.0,0.0
0.2,0.6470588235294118,0.3333333333333333,0.2,0.25
0.2,0.5555555555555556,0.25,0.16666666666666666,0.2
0.2,0.5789473684210527,0.0,0.0,0.0
0.2,0.6,0.0,0.0,0.0
0.2,0.6666666666666666,0.0,0.0,0.0
0.2,0.55,0.0,0.0,0.0
0.2,0.5625,0.0,0.0,0.0
0.2,0.6,0.0,0.0,0.0
0.2,0.5263157894736842,0.0,0.0,0.0
0.2,0.5,0.0,0.0,0.0
0.2,0.5263157894736842,0.0,0.0,0.0
0.2,0.65,0.0,0.0,0.0
0.2,0.5263157894736842,0.0,0.0,0.0
0.2,0.65,0.25,0.2,0.22222222222222224
0.2,0.6875,0.0,0.0,0.0
0.2,0.5263157894736842,0.0,0.0,0.0
0.2,0.7222222222222222,0.0,0.0,0.0
0.2,0.6666666666666666,0.0,0.0,0.0
0.2,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.2,0.6470588235294118,0.0,0.0,0.0
0.2,0.5909090909090909,0.0,0.0,0.0
0.2,0.625,0.0,0.0,0.0
0.2,0.6190476190476191,0.0,0.0,0.0
0.2,0.65,0.0,0.0,0.0
0.2,0.6,0.0,0.0,0.0
0.2,0.72,0.2,0.25,0.22222222222222224
0.2,0.631578947368421,0.0,0.0,0.0
0.2,0.6190476190476191,0.0,0.0,0.0
0.2,0.5789473684210527,0.0,0.0,0.0
0.2,0.5294117647058824,0.0,0.0,0.0
0.25,0.6666666666666666,0.4,0.3333333333333333,0.3636363636363636
0.25,0.6111111111111112,0.0,0.0,0.0
0.25,0.5,0.0,0.0,0.0
0.25,0.5,0.0,0.0,0.0
0.25,0.7142857142857143,0.4,0.4,0.4000000000000001
0.25,0.6470588235294118,0.0,0.0,0.0
0.25,0.631578947368421,0.2,0.25,0.22222222222222224
0.25,0.55,0.0,0.0,0.0
0.25,0.7058823529411765,0.0,0.0,0.0
0.25,0.7142857142857143,0.0,0.0,0.0
0.25,0.5,0.0,0.0,0.0
0.25,0.6111111111111112,0.2,0.25,0.22222222222222224
0.25,0.5625,0.0,0.0,0.0
0.25,0.7058823529411765,0.0,0.0,0.0
0.25,0.5,0.0,0.0,0.0
0.25,0.7222222222222222,0.2,0.5,0.28571428571428575
0.25,0.6111111111111112,0.0,0.0,0.0
0.25,0.4117647058823529,0.0,0.0,0.0
0.25,0.625,0.25,0.25,0.25
0.25,0.55,0.4,0.25,0.3076923076923077
0.25,0.55,0.0,0.0,0.0
0.25,0.5555555555555556,0.2,0.2,0.20000000000000004
0.25,0.5625,0.0,0.0,0.0
0.25,0.4,0.0,0.0,0.0
0.25,0.4117647058823529,0.0,0.0,0.0
0.25,0.42105263157894735,0.0,0.0,0.0
0.25,0.5652173913043478,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.25,0.5,0.0,0.0,0.0
0.25,0.6470588235294118,0.0,0.0,0.0
0.25,0.3333333333333333,0.0,0.0,0.0
0.25,0.625,0.25,0.25,0.25
0.25,0.7058823529411765,0.5,0.4,0.4444444444444445
0.25,0.6,0.0,0.0,0.0
0.25,0.5909090909090909,0.0,0.0,0.0
0.25,0.625,0.0,0.0,0.0
0.25,0.5625,0.0,0.0,0.0
0.25,0.6,0.2,0.2,0.20000000000000004
0.25,0.3888888888888889,0.0,0.0,0.0
0.25,0.5416666666666666,0.16666666666666666,0.14285714285714285,0.15384615384615383
0.25,0.5,0.0,0.0,0.0
0.25,0.5789473684210527,0.4,0.2857142857142857,0.3333333333333333
0.25,0.625,0.0,0.0,0.0
0.25,0.65,0.2,0.25,0.22222222222222224
0.25,0.5625,0.0,0.0,0.0
0.25,0.5625,0.25,0.2,0.22222222222222224
0.25,0.4444444444444444,0.2,0.14285714285714285,0.16666666666666666
0.25,0.5555555555555556,0.2,0.2,0.20000000000000004
0.25,0.7058823529411765,0.0,0.0,0.0
0.25,0.5294117647058824,0.0,0.0,0.0
0.25,0.65,0.0,0.0,0.0
0.25,0.6190476190476191,0.0,0.0,0.0
0.25,0.47368421052631576,0.0,0.0,0.0
0.25,0.5,0.2,0.16666666666666666,0.1818181818181818
0.25,0.47368421052631576,0.0,0.0,0.0
0.25,0.7368421052631579,0.4,0.5,0.4444444444444445
0.25,0.5333333333333333,0.25,0.2,0.22222222222222224
0.25,0.3684210526315789,0.0,0.0,0.0
0.25,0.5789473684210527,0.0,0.0,0.0
0.25,0.7058823529411765,0.0,0.0,0.0
0.25,0.5238095238095238,0.0,0.0,0.0
0.25,0.4444444444444444,0.0,0.0,0.0
0.25,0.5263157894736842,0.2,0.16666666666666666,0.1818181818181818
0.25,0.4375,0.0,0.0,0.0
0.25,0.5625,0.0,0.0,0.0
0.25,0.7,0.2,0.3333333333333333,0.25
0.25,0.5882352941176471,0.0,0.0,0.0
0.25,0.5555555555555556,0.2,0.2,0.20000000000000004
0.25,0.55,0.4,0.25,0.3076923076923077
0.25,0.6,0.25,0.25,0.25
0.25,0.5789473684210527,0.0,0.0,0.0
0.25,0.5882352941176471,0.25,0.2,0.22222222222222224
0.25,0.6111111111111112,0.4,0.3333333333333333,0.3636363636363636
0.25,0.5263157894736842,0.0,0.0,0.0
0.25,0.5333333333333333,0.0,0.0,0.0
0.25,0.6,0.0,0.0,0.0
0.25,0.5,0.0,0.0,0.0
0.25,0.625,0.25,0.25,0.25
0.25,0.55,0.0,0.0,0.0
0.25,0.5789473684210527,0.2,0.2,0.20000000000000004
0.25,0.45,0.0,0.0,0.0
0.25,0.47368421052631576,0.0,0.0,0.0
0.25,0.6,0.0,0.0,0.0
0.25,0.47368421052631576,0.0,0.0,0.0
0.25,0.6,0.2,0.2,0.20000000000000004
0.25,0.625,0.0,0.0,0.0
0.25,0.5789473684210527,0.2,0.2,0.20000000000000004
0.25,0.6666666666666666,0.0,0.0,0.0
0.25,0.6111111111111112,0.0,0.0,0.0
0.25,0.6666666666666666,0.25,0.3333333333333333,0.28571428571428575
0.25,0.5882352941176471,0.0,0.0,0.0
0.25,0.5909090909090909,0.16666666666666666,0.2,0.1818181818181818
0.25,0.6875,0.25,0.3333333333333333,0.28571428571428575
0.25,0.5714285714285714,0.0,0.0,0.0
0.25,0.6,0.0,0.0,0.0
0.25,0.65,0.2,0.25,0.22222222222222224
0.25,0.68,0.16666666666666666,0.25,0.2
0.25,0.5789473684210527,0.0,0.0,0.0
0.25,0.5714285714285714,0.0,0.0,0.0
0.25,0.631578947368421,0.2,0.25,0.22222222222222224
0.25,0.47058823529411764,0.0,0.0,0.0
0.3,0.6190476190476191,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.3,0.6111111111111112,0.0,0.0,0.0
0.3,0.5,0.0,0.0,0.0
0.3,0.55,0.16666666666666666,0.2,0.1818181818181818
0.3,0.6666666666666666,0.3333333333333333,0.4,0.3636363636363636
0.3,0.5882352941176471,0.0,0.0,0.0
0.3,0.5789473684210527,0.16666666666666666,0.25,0.2
0.3,0.5,0.0,0.0,0.0
0.3,0.6470588235294118,0.0,0.0,0.0
0.3,0.7142857142857143,0.0,0.0,0.0
0.3,0.5,0.0,0.0,0.0
0.3,0.6111111111111112,0.2,0.25,0.22222222222222224
0.3,0.5,0.0,0.0,0.0
0.3,0.6470588235294118,0.0,0.0,0.0
0.3,0.5,0.0,0.0,0.0
0.3,0.7222222222222222,0.2,0.5,0.28571428571428575
0.3,0.6111111111111112,0.0,0.0,0.0
0.3,0.35294117647058826,0.0,0.0,0.0
0.3,0.6875,0.4,0.5,0.4444444444444445
0.3,0.6,0.5,0.375,0.42857142857142855
0.3,0.5,0.0,0.0,0.0
0.3,0.5555555555555556,0.2,0.2,0.20000000000000004
0.3,0.5,0.0,0.0,0.0
0.3,0.4666666666666667,0.2,0.2,0.20000000000000004
0.3,0.47058823529411764,0.2,0.16666666666666666,0.1818181818181818
0.3,0.47368421052631576,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.3,0.5217391304347826,0.14285714285714285,0.16666666666666666,0.15384615384615383
0.3,0.5,0.0,0.0,0.0
0.3,0.5882352941176471,0.0,0.0,0.0
0.3,0.3333333333333333,0.0,0.0,0.0
0.3,0.5625,0.2,0.25,0.22222222222222224
0.3,0.6470588235294118,0.4,0.4,0.4000000000000001
0.3,0.6666666666666666,0.2,0.5,0.28571428571428575
0.3,0.5454545454545454,0.0,0.0,0.0
0.3,0.6875,0.2,0.5,0.28571428571428575
0.3,0.5,0.0,0.0,0.0
0.3,0.55,0.16666666666666666,0.2,0.1818181818181818
0.3,0.3888888888888889,0.0,0.0,0.0
0.3,0.5833333333333334,0.2857142857142857,0.2857142857142857,0.2857142857142857
0.3,0.5,0.0,0.0,0.0
0.3,0.5263157894736842,0.3333333333333333,0.2857142857142857,0.30769230769230765
0.3,0.5625,0.0,0.0,0.0
0.3,0.6,0.16666666666666666,0.25,0.2
0.3,0.5,0.0,0.0,0.0
0.3,0.5,0.2,0.2,0.20000000000000004
0.3,0.4444444444444444,0.2,0.14285714285714285,0.16666666666666666
0.3,0.5555555555555556,0.2,0.2,0.20000000000000004
0.3,0.6470588235294118,0.0,0.0,0.0
0.3,0.47058823529411764,0.0,0.0,0.0
0.3,0.6,0.0,0.0,0.0
0.3,0.5714285714285714,0.0,0.0,0.0
0.3,0.42105263157894735,0.0,0.0,0.0
0.3,0.5,0.2,0.16666666666666666,0.1818181818181818
0.3,0.5263157894736842,0.16666666666666666,0.2,0.1818181818181818
0.3,0.6842105263157895,0.3333333333333333,0.5,0.4
0.3,0.6,0.4,0.4,0.4000000000000001
0.3,0.42105263157894735,0.16666666666666666,0.14285714285714285,0.15384615384615383
0.3,0.5263157894736842,0.0,0.0,0.0
0.3,0.6470588235294118,0.0,0.0,0.0
0.3,0.5714285714285714,0.16666666666666666,0.2,0.1818181818181818
0.3,0.4444444444444444,0.0,0.0,0.0
0.3,0.5789473684210527,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.3,0.375,0.0,0.0,0.0
0.3,0.625,0.2,0.3333333333333333,0.25
0.3,0.65,0.16666666666666666,0.3333333333333333,0.2222222222222222
0.3,0.5294117647058824,0.0,0.0,0.0
0.3,0.5555555555555556,0.2,0.2,0.20000000000000004
0.3,0.6,0.5,0.375,0.42857142857142855
0.3,0.6666666666666666,0.4,0.5,0.4444444444444445
